status,universal_id,internal_id,internal_name,internal_team,hkb_id,hkb_name,hkb_team,notes
MATCHED,0000804,11125,Brandon Lowe,PIT,ACHmIPp1,Brandon Lowe,PIT,Existing registry mapping
MATCHED,0000803,12372,Coby Mayo,BAL,98slwEHk,Coby Mayo,BAL,Existing registry mapping
MATCHED,0000014,62982,Jacob Gonzalez,PIT,FYLyhdGP,Jacob Gonzalez,PIT,Existing registry mapping
MATCHED,0000798,60420,Chandler Simpson,TB,777cQgY1,Chandler Simpson,TB,Existing registry mapping
MATCHED,0000799,11722,Corbin Carroll,AZ,aCgcqEhy,Corbin Carroll,AZ,Existing registry mapping
MATCHED,0000795,10639,Fernando Tatis Jr.,SD,5pYiR06w,Fernando Tatis Jr.,SD,Existing registry mapping
MATCHED,0000801,63494,Jung Hoo Lee,SF,rp-NaT0m,Jung Hoo Lee,SF,Existing registry mapping
MATCHED,0000797,10234,Dansby Swanson,CHC,wes_Q6Xw,Dansby Swanson,CHC,Existing registry mapping
MATCHED,0000802,60317,Justin Crawford,PHI,Efi4rSxg,Justin Crawford,PHI,Existing registry mapping
MATCHED,0000806,64285,Pedro Ramirez,CHC,qKLgS6j0,Pedro Ramirez,CHC,Existing registry mapping
MATCHED,0000805,12011,Logan O'Hoppe,LAA,zteP5Ngz,Logan O'Hoppe,LAA,Existing registry mapping
MATCHED,0000807,12548,Joshua Baez,STL,NnIONXkf,Joshua Baez,STL,Existing registry mapping
MATCHED,0000808,63618,Eduardo Tait,MIN,Dn5QDGuq,Eduardo Tait,MIN,Existing registry mapping
MATCHED,0000901,64322,Seaver King,WSH,fq8XnYln,Seaver King,WSH,Existing registry mapping
MATCHED,0000956,64903,Hayden Alvarez,LAA,5npeOnf0,Hayden Alvarez,LAA,Existing registry mapping
MATCHED,0000800,12476,Sal Frelick,MIL,sOcplako,Sal Frelick,MIL,Existing registry mapping
MATCHED,0000796,11415,Blaze Alexander,BAL,-YnKLAXc,Blaze Alexander,BAL,Existing registry mapping
MATCHED,0000809,11292,Jonathan India,KC,EuhjDiaT,Jonathan India,KC,Existing registry mapping
MATCHED,0000810,10666,Anthony Santander,TOR,0OWAJbRZ,Anthony Santander,TOR,Existing registry mapping
MATCHED,0000811,10511,Gavin Lux,TB,80cNGQgX,Gavin Lux,TB,Existing registry mapping
MATCHED,0000812,66415,Kevin Alvarez,HOU,Lrh7tnnY,Kevin Alvarez,HOU,Existing registry mapping
MATCHED,0000813,60128,Cam Collier,CIN,3iJPLckQ,Cam Collier,CIN,Existing registry mapping
MATCHED,0000814,63537,Franklin Arias,BOS,aSbAVz3r,Franklin Arias,BOS,Existing registry mapping
MATCHED,0000815,63629,Felnin Celesten,SEA,MfjQ61is,Felnin Celesten,SEA,Existing registry mapping
MATCHED,0000816,64335,Theo Gillen,TB,kMUU2TqQ,Theo Gillen,TB,Existing registry mapping
MATCHED,0000817,11014,Freddy Peralta,NYM,ZIQmYfVO,Freddy Peralta,NYM,Existing registry mapping
MATCHED,0000819,63423,Yoshinobu Yamamoto,LAD,lZw-wQHC,Yoshinobu Yamamoto,LAD,Existing registry mapping
MATCHED,0000820,10627,Jesus Luzardo,PHI,42XnYoQD,Jesús Luzardo,PHI,Existing registry mapping
MATCHED,0000831,64895,Tomoyuki Sugano,COL,MFbhGqNw,Tomoyuki Sugano,COL,Existing registry mapping
MATCHED,0000826,10455,Tyler Mahle,SF,fopZ1Oo0,Tyler Mahle,SF,Existing registry mapping
MATCHED,0000818,11035,Zack Littell,WSH,aydRJG6u,Zack Littell,WSH,Existing registry mapping
MATCHED,0000823,11709,Kyle Finnegan,DET,WK1SBx7x,Kyle Finnegan,DET,Existing registry mapping
MATCHED,0000825,11253,Jordan Romano,COL,9QNSiOXN,Jordan Romano,COL,Existing registry mapping
MATCHED,0000827,63613,Luis Morales,ATH,drv3ljX2,Luis Morales,ATH,Existing registry mapping
MATCHED,0000828,62890,Alejandro Rosario,WSH,S3VJjIHS,Alejandro Rosario,WSH,Existing registry mapping
MATCHED,0000829,60488,Santiago Suarez,TB,VUNtLfw0,Santiago Suarez,TB,Existing registry mapping
MATCHED,0000943,63529,Luis De Leon,BAL,h4HJpq9M,Luis De Leon,BAL,Existing registry mapping
MATCHED,0000047,65322,Nestor German,BAL,ggulB3CK,Nestor German,BAL,Existing registry mapping
MATCHED,0000957,10660,Jordan Montgomery,TEX,j5VEjDlk,Jordan Montgomery,TEX,Existing registry mapping
MATCHED,0000787,60231,Gavin Stone,LAD,6GAUrK7c,Gavin Stone,LAD,Existing registry mapping
MATCHED,0000832,9872,Jose Berrios,TOR,BHXfbUhO,José Berríos,TOR,Existing registry mapping
MATCHED,0000833,63157,Caden Scarborough,TEX,pw2CzBTi,Caden Scarborough,TEX,Existing registry mapping
MATCHED,0000834,65845,Malachi Witherspoon,DET,9qONjxpN,Malachi Witherspoon,DET,Existing registry mapping
MATCHED,0000835,66426,Kevin Defrank,MIA,T57txKoc,Kevin Defrank,MIA,Existing registry mapping
MATCHED,0000836,60455,Jarlin Susana,WSH,dBR1WmJa,Jarlin Susana,WSH,Existing registry mapping
MATCHED,0000837,62992,Travis Sykora,WSH,g8n2XgxD,Travis Sykora,WSH,Existing registry mapping
MATCHED,0000838,60092,Samuel Basallo,BAL,MDr_7C0W,Samuel Basallo,BAL,Existing registry mapping
MATCHED,0000839,8658,Freddie Freeman,LAD,hwTCsaot,Freddie Freeman,LAD,Existing registry mapping
MATCHED,0000840,10036,Ketel Marte,AZ,cErjFC5Y,Ketel Marte,AZ,Existing registry mapping
MATCHED,0000841,11850,Josh Jung,TEX,vG43YYMY,Josh Jung,TEX,Existing registry mapping
MATCHED,0000842,9552,Mookie Betts,LAD,9oJwVX1I,Mookie Betts,LAD,Existing registry mapping
MATCHED,0000843,9320,Christian Yelich,MIL,MBHexIJw,Christian Yelich,MIL,Existing registry mapping
MATCHED,0000851,8861,Mike Trout,LAA,aYAz1hak,Mike Trout,LAA,Existing registry mapping
MATCHED,0000845,10626,Juan Soto,NYM,lv1ivS6b,Juan Soto,NYM,Existing registry mapping
MATCHED,0000355,1000001,Shohei Ohtani (Batter),LAD,seQYv10w,Shohei Ohtani,LAD,Existing registry mapping
MATCHED,0000846,64542,Sean Keys,TOR,xiahvkKf,Sean Keys,TOR,Existing registry mapping
MATCHED,0000849,10522,Trent Grisham,NYY,-2O788kh,Trent Grisham,NYY,Existing registry mapping
MATCHED,0000848,62953,Nolan Schanuel,LAA,8-pMkx0Y,Nolan Schanuel,LAA,Existing registry mapping
MATCHED,0000944,65500,Justin Gonzales,BOS,OH1Bl6Jr,Justin Gonzales,BOS,Existing registry mapping
MATCHED,0000847,12127,Owen Caissie,MIA,yJMCYPkC,Owen Caissie,MIA,Existing registry mapping
MATCHED,0000844,64318,Konnor Griffin,PIT,XQAIQ8Yr,Konnor Griffin,PIT,Existing registry mapping
MATCHED,0000850,9584,Corey Seager,TEX,RzCShWdC,Corey Seager,TEX,Existing registry mapping
MATCHED,0000852,10642,Will Smith,LAD,C8eAkI-V,Will Smith,LAD,Existing registry mapping
MATCHED,0000853,65766,Tate Southisene,ATL,YYETm8wd,Tate Southisene,ATL,Existing registry mapping
MATCHED,0000855,12487,Emmanuel Rodriguez,MIN,ZxZHEb7f,Emmanuel Rodriguez,MIN,Existing registry mapping
MATCHED,0000856,62997,George Lombard Jr.,NYY,HetDd4zw,George Lombard Jr.,NYY,Existing registry mapping
MATCHED,0000857,64370,Caleb Bonemer,CWS,CRG4ZrOT,Caleb Bonemer,CWS,Existing registry mapping
MATCHED,0000858,64568,Nathan Flewelling,TB,r3xIfwAi,Nathan Flewelling,TB,Existing registry mapping
MATCHED,0000861,10326,Seth Lugo,KC,9Jgwm8iB,Seth Lugo,KC,Existing registry mapping
MATCHED,0000862,63601,Zebby Matthews,MIN,YUTwY9mb,Zebby Matthews,MIN,Existing registry mapping
MATCHED,0000859,11847,Joe Ryan,MIN,Val7qhtM,Joe Ryan,MIN,Existing registry mapping
MATCHED,0000860,60156,Noah Schultz,CWS,5JCza0q_,Noah Schultz,CWS,Existing registry mapping
MATCHED,0000869,9007,Nathan Eovaldi,TEX,10sN8wIw,Nathan Eovaldi,TEX,Existing registry mapping
MATCHED,0000864,12723,Jose A. Ferrer,SEA,SeHnQCbF,Jose Ferrer,SEA,Existing registry mapping
MATCHED,0000865,12751,George Soriano,STL,N6bjK2Yu,George Soriano,STL,Existing registry mapping
MATCHED,0000866,12718,Hogan Harris,ATH,1SCE_yxk,Hogan Harris,ATH,Existing registry mapping
MATCHED,0000867,9402,Caleb Thielbar,CHC,kR5FyESL,Caleb Thielbar,CHC,Existing registry mapping
MATCHED,0000868,11653,Gabe Speier,SEA,SkajK4fW,Gabe Speier,SEA,Existing registry mapping
MATCHED,0000870,10934,Shane Baz,BAL,KYnR278i,Shane Baz,BAL,Existing registry mapping
MATCHED,0000871,65383,Jose Cabrera,AZ,1TS4Fh95,Jose Cabrera,AZ,Existing registry mapping
MATCHED,0000872,10565,Mitch Keller,PIT,GyUUuL0L,Mitch Keller,PIT,Existing registry mapping
MATCHED,0000874,60207,Mason Barnett,ATH,UCus3BIQ,Mason Barnett,ATH,Existing registry mapping
MATCHED,0000945,63607,Henry Lalane,NYY,ZIjT5Zni,Henry Lalane,NYY,Existing registry mapping
MATCHED,0000875,66381,Wilber Dotel,PIT,ujx5yoom,Wilber Dotel,PIT,Existing registry mapping
MATCHED,0000863,12519,Mike Burrows,HOU,AEK0Rzrx,Mike Burrows,HOU,Existing registry mapping
MATCHED,0000873,60267,Connor Prielipp,MIN,TsRczAFp,Connor Prielipp,MIN,Existing registry mapping
MATCHED,0000876,11482,Edwin Uceta,TB,lQL34kyc,Edwin Uceta,TB,Existing registry mapping
MATCHED,0000877,10185,Joe Musgrove,SD,2RL6szu-,Joe Musgrove,SD,Existing registry mapping
MATCHED,0000878,12346,Felix Bautista,BAL,lLgLNWXM,Félix Bautista,BAL,Existing registry mapping
MATCHED,0000879,66417,Kendry Chourio,KC,dpwpx1rI,Kendry Chourio,KC,Existing registry mapping
MATCHED,0000880,12419,Tanner McDougal,CWS,uTfF6Bu8,Tanner McDougal,CWS,Existing registry mapping
MATCHED,0000881,65844,Anthony Eyanson,BOS,ehDIjyjG,Anthony Eyanson,BOS,Existing registry mapping
MATCHED,0000882,65803,Miguel Sime Jr.,WSH,xRf2DuNv,Miguel Sime,WSH,Existing registry mapping
MATCHED,0000883,11836,Ivan Herrera,STL,A6x8eveL,Iván Herrera,STL,Existing registry mapping
MATCHED,0000884,10235,Rafael Devers,SF,ATrUlpOM,Rafael Devers,SF,Existing registry mapping
MATCHED,0000892,11375,Xavier Edwards,MIA,9Qa2drHQ,Xavier Edwards,MIA,Existing registry mapping
MATCHED,0000893,60129,Sal Stewart,CIN,U-ElfRQq,Sal Stewart,CIN,Existing registry mapping
MATCHED,0000887,64317,JJ Wetherholt,STL,S8102oJb,JJ Wetherholt,STL,Existing registry mapping
MATCHED,0000895,10557,Mickey Moniak,COL,REbxBRdX,Mickey Moniak,COL,Existing registry mapping
MATCHED,0000894,10577,Bryan Reynolds,PIT,Xt6hq-30,Bryan Reynolds,PIT,Existing registry mapping
MATCHED,0000889,11238,Lane Thomas,KC,q4bBaUTS,Lane Thomas,KC,Existing registry mapping
MATCHED,0000886,10881,Isaac Paredes,HOU,DfZ0U2RB,Isaac Paredes,HOU,Existing registry mapping
MATCHED,0000891,12309,Jonathan Aranda,TB,4dtPBfxF,Jonathan Aranda,TB,Existing registry mapping
MATCHED,0000888,10366,Teoscar Hernandez,LAD,uT6uI2os,Teoscar Hernández,LAD,Existing registry mapping
MATCHED,0000890,12369,Colton Cowser,BAL,Q6oLBjHr,Colton Cowser,BAL,Existing registry mapping
MATCHED,0000885,10919,Andres Gimenez,TOR,rtJdZGaZ,Andrés Giménez,TOR,Existing registry mapping
MATCHED,0000902,60256,Luis Lara,MIL,82mzy1mD,Luis Lara,MIL,Existing registry mapping
MATCHED,0000900,60091,Dylan Beavers,BAL,VAjoryRj,Dylan Beavers,BAL,Existing registry mapping
MATCHED,0000899,9517,Marcus Semien,NYM,5SHQXgI1,Marcus Semien,NYM,Existing registry mapping
MATCHED,0000896,62979,Kyle Teel,CWS,aC_MjD0N,Kyle Teel,CWS,Existing registry mapping
MATCHED,0000898,65528,Juneiker Caceres,CLE,89d2WRPC,Juneiker Caceres,CLE,Existing registry mapping
MATCHED,0000903,64172,Josue Briceno,DET,l4Zai7Tw,Josue Briceno,DET,Existing registry mapping
MATCHED,0000904,64991,Edward Florentino,PIT,enmYg1Lf,Edward Florentino,PIT,Existing registry mapping
MATCHED,0000905,64898,Luis Pena,MIL,lYIJjMiL,Luis Pena,MIL,Existing registry mapping
MATCHED,0000908,10597,Sandy Alcantara,MIA,6gKk6mIf,Sandy Alcantara,MIA,Existing registry mapping
MATCHED,0000909,60116,Shane Drohan,MIL,jVfQS2ZX,Shane Drohan,MIL,Existing registry mapping
MATCHED,0000910,9121,Gerrit Cole,NYY,XGhjc3o9,Gerrit Cole,NYY,Existing registry mapping
MATCHED,0000821,10011,Matthew Boyd,CHC,fheTzm0D,Matthew Boyd,CHC,Existing registry mapping
MATCHED,0000912,10229,Erick Fedde,CWS,jSRfA2l4,Erick Fedde,CWS,Existing registry mapping
MATCHED,0000913,12275,Dylan Lee,ATL,FgDPtbFk,Dylan Lee,ATL,Existing registry mapping
MATCHED,0000914,10574,Adrian Morejon,SD,Th5qlwAy,Adrian Morejon,SD,Existing registry mapping
MATCHED,0000915,11195,Jacob Webb,CHC,Yn0TQjEe,Jacob Webb,CHC,Existing registry mapping
MATCHED,0000916,11704,Garrett Cleavinger,TB,ZsLOIbBN,Garrett Cleavinger,TB,Existing registry mapping
NO_MATCH,,11203,Jimmy Herget,COL,,,,No HKB player found
MATCHED,0000920,12096,Bailey Ober,MIN,S3JYpd8i,Bailey Ober,MIN,Existing registry mapping
MATCHED,0000911,10898,Dustin May,STL,vu2mg4IT,Dustin May,STL,Existing registry mapping
MATCHED,0000919,11277,Grayson Rodriguez,LAA,u8aFiM-C,Grayson Rodriguez,LAA,Existing registry mapping
MATCHED,0000940,61375,Ryan Zeferjahn,LAA,357GkSjZ,Ryan Zeferjahn,LAA,Existing registry mapping
NO_MATCH,,62678,PJ Poulin,WSH,,,,No HKB player found
MATCHED,0000918,9672,Blake Treinen,LAD,7sMPGWyz,Blake Treinen,LAD,Existing registry mapping
MATCHED,0000921,10148,Blake Snell,LAD,_7w4tBi_,Blake Snell,LAD,Existing registry mapping
MATCHED,0000922,60118,Cade Horton,CHC,-kofwsTY,Cade Horton,CHC,Existing registry mapping
NO_MATCH,,64442,Jackson Kent,WSH,,,,No HKB player found
MATCHED,0000917,60592,Andrew Painter,PHI,emDRLrCd,Andrew Painter,PHI,Existing registry mapping
MATCHED,0000923,63802,Christian Zazueta Jr.,LAD,REs0PnDW,Christian Zazueta,LAD,Existing registry mapping
MATCHED,0000924,64338,Jonathan Santucci,NYM,FYJT2Uv8,Jonathan Santucci,NYM,Existing registry mapping
MATCHED,0000925,60114,Luis Perales,WSH,iUSZn0U3,Luis Perales,WSH,Existing registry mapping
